FlightNumber,Date,Route,AircraftType,Distance_km,Payload_kg,PassengerCount,FuelUplifted_kg,PlannedFuel_kg,ActualFuel_kg,CG_Position_percent_MAC,DelayMinutes,DelayReason,TaxiOutTime_min,WindComponent_kts,WeatherCondition
AB4573,06-02-2024,SHJ-JED,A321,2080.3,14606.3,219,11574.4,11683.4,11394,30.31,7,None,10.9,-19.3,Fog
AB4574,08-04-2024,SHJ-JED,A320,2098.1,13493.5,169,6946.5,7065.8,6656.4,28.13,1,ATC,20.2,-10,Fog
AB4575,27-02-2024,SHJ-MCT,A321,2347.1,16207.1,197,11463.1,11550.2,11149.4,27.52,0,Weather,14.8,-13.4,Fog
AB4576,19-03-2024,SHJ-CAI,A320,1728.8,14015.2,136,9404.4,9516.2,9178.2,27.47,3,Late Arrival,14,-15.6,Fog
AB4577,30-03-2024,SHJ-MCT,A320,1603.9,14314.3,162,8630,8714.1,8257.2,28.37,1,None,24.6,-25.4,Clear
AB4578,08-01-2024,SHJ-MCT,A321,2159.6,16031.2,195,11533.7,11637.1,11185.1,28.52,32,Weather,15.3,-18.2,Clear
AB4579,04-04-2024,SHJ-JED,A320,2240.6,13042.7,175,8288.5,8374.3,7935.7,27.41,14,None,15.7,-55,Clear
AB4580,01-01-2024,SHJ-CAI,A320,1635.1,13683.3,143,8151,8248.8,7926.7,30.17,34,None,21,7.1,Fog
AB4581,13-02-2024,SHJ-MCT,A321,2185.5,16437.6,188,10778.2,10923.5,10282.5,30.42,0,ATC,29.7,-21.6,Clear
AB4582,01-01-2024,SHJ-CAI,A320,2271.2,15731.7,180,7657,7661.5,7341.1,28.93,0,Technical,16.5,3.1,Cloudy
AB4583,04-02-2024,SHJ-MCT,A320,1944.1,12470.1,138,7402.6,7546.4,7094.7,28.6,0,Weather,21.1,-9.1,Clear
AB4584,29-04-2024,SHJ-CAI,A320,1897.7,16478.2,179,8967.8,9110.3,8480.2,27.45,34,None,16,-34.7,Fog
AB4585,22-01-2024,SHJ-JED,A320,1620.6,15231.3,177,9060.8,9170.3,8698.3,28.32,21,ATC,15,-39.4,Storm
AB4586,09-03-2024,SHJ-JED,A321,2103,17044.1,197,11629.6,11735.6,11285.5,28.39,28,ATC,11.9,-15.3,Storm
AB4587,06-04-2024,SHJ-DOH,A320,1712.9,14120.9,174,6854.3,6907.8,6721.4,28.88,17,None,16,9.5,Cloudy
AB4588,18-04-2024,SHJ-RUH,A320,2057,15043.5,150,9032.3,9096.2,8698.3,27.9,0,None,14.4,-37.2,Fog
AB4589,19-03-2024,SHJ-DOH,A320,1991.3,13929.1,146,8517.4,8669.9,8217.2,28.13,0,Technical,15.5,-37.4,Storm
AB4590,22-02-2024,SHJ-JED,A320,1912.6,15084.5,134,7875.5,7897.5,7460.2,27.56,9,Weather,23.3,-11.8,Clear
AB4591,23-04-2024,SHJ-JED,A321,2349.8,17102.5,202,11143.4,11104.5,10910.5,27.2,7,ATC,16.3,-28,Storm
AB4592,14-01-2024,SHJ-MCT,A321,2230,17700.4,219,10148.6,10222.6,9956.5,29.7,12,Weather,20.4,-10.8,Clear
AB4593,01-01-2024,SHJ-DEL,A320,1833.2,15581.9,154,7180.9,7318.3,7057.4,27.43,35,ATC,19.2,-25.1,Fog
AB4594,11-04-2024,SHJ-MCT,A320,1589.1,14846.5,163,8267.8,8381.1,7907.4,27.15,20,None,22.1,-14.6,Fog
AB4595,20-01-2024,SHJ-DEL,A320,1926.5,14725.5,157,7566.4,7732.7,7043.8,27.95,23,Technical,13.3,-29,Cloudy
AB4596,29-02-2024,SHJ-JED,A320,1550.6,14285.7,170,9083.8,9237.2,8805,28.65,59,Weather,26.3,2.4,Rain
AB4597,31-03-2024,SHJ-JED,A320,1967.1,13105.8,170,10247.6,10306.5,9896.9,28.34,0,Weather,13.7,-13.8,Storm
AB4598,04-03-2024,SHJ-DOH,A320,1947.9,13202.1,153,6573.6,6576.3,6286.6,27.7,11,Late Arrival,9.2,-35.1,Storm
AB4599,06-04-2024,SHJ-JED,A321,2188,16303.4,206,9788,9923.4,9655.2,28.68,0,None,8.7,-24,Cloudy
AB4600,01-01-2024,SHJ-JED,A320,1902.4,14141.6,168,7661,7705.6,7367,28,0,None,12.4,-8.7,Rain
AB4601,01-02-2024,SHJ-DEL,A320,1485,14524.3,176,7472.8,7545.3,7069.7,27.39,0,Weather,18,-34.4,Storm
AB4602,22-02-2024,SHJ-DEL,A321,2041.7,16434.6,209,10755.9,10883.5,10362.8,28.85,1,None,17.9,-28.3,Clear
AB4603,15-02-2024,SHJ-RUH,A321,2059.8,16421.2,192,8683.1,8714.1,8287.6,27.96,35,Weather,16,0.6,Fog
AB4604,23-03-2024,SHJ-MCT,A321,1966.5,16573.8,225,8594,8674.5,8126.6,29.51,0,Technical,25.5,-15.4,Storm
AB4605,23-01-2024,SHJ-JED,A320,2219.5,15179.1,181,7044.9,7129,6736.5,28.03,12,None,13.5,-22.3,Cloudy
AB4606,30-03-2024,SHJ-DOH,A321,2180.7,15489.8,226,9722.5,9846.8,9341.2,27.29,0,Technical,26.3,-8.2,Storm
AB4607,09-03-2024,SHJ-DOH,A320,1475.7,14470,148,5903.5,6007.3,5437.8,28.22,0,Late Arrival,12.2,-43.9,Rain
AB4608,14-03-2024,SHJ-DEL,A320,2083.4,12356.7,197,7013.2,7110.5,6836,27.32,11,Technical,13.6,-24.7,Cloudy
AB4609,09-02-2024,SHJ-RUH,A320,1648.3,14861.2,175,8247.7,8360.9,7842.4,28.18,7,Technical,14.4,-30.7,Cloudy
AB4610,18-03-2024,SHJ-CAI,A321,2229.4,17517.9,221,10064.6,10190.8,9875.2,28.6,13,Late Arrival,20.8,-37.3,Clear
AB4611,07-04-2024,SHJ-DOH,A321,2231.5,16736.3,229,8983.1,9091.6,8689.2,28.48,0,None,15.1,-21.9,Fog
AB4612,20-04-2024,SHJ-RUH,A320,2149.4,13907.9,174,8031.6,8130.4,7762.3,28.77,8,Weather,17.2,-23.5,Storm
AB4613,19-01-2024,SHJ-RUH,A321,2001.3,17540.1,201,10969.4,11139.7,10644.9,28.8,0,Weather,23.2,-28.4,Rain
AB4614,09-01-2024,SHJ-DOH,A321,2457.1,17078.7,239,8523.5,8586.4,8127.9,26.6,27,Weather,18,-5.6,Fog
AB4615,01-01-2024,SHJ-RUH,A321,2218.4,16521.5,239,9618.3,9713.9,9365.8,29.16,0,Technical,20.5,0.4,Storm
AB4616,02-02-2024,SHJ-RUH,A321,2190.2,16079.2,217,11243.5,11354.3,10896.6,28.61,0,Late Arrival,18.1,-19.4,Fog
AB4617,06-02-2024,SHJ-DOH,A321,1813.6,15773.2,233,9241.9,9422,9187.5,28.11,0,ATC,23.3,-31.1,Fog
AB4618,25-01-2024,SHJ-RUH,A321,1806,16717.6,225,9030.9,9071.9,8743.2,28,3,ATC,21.2,-18.5,Storm
AB4619,01-02-2024,SHJ-CAI,A321,2404,18153.6,227,7910,8053.9,7638.4,28.88,0,Weather,15.2,-54.1,Rain
AB4620,27-01-2024,SHJ-DOH,A320,1744.5,13315.1,157,9181.5,9245.6,9014.6,26.86,31,None,23.7,-14.6,Rain
AB4621,09-04-2024,SHJ-RUH,A320,1861.7,12799.7,168,6878.1,6960.9,6574,27.41,10,Technical,21.4,6.6,Rain
AB4622,02-01-2024,SHJ-RUH,A320,1910.2,16278,169,9783.9,9895.9,9440.3,27.83,15,Late Arrival,20.2,-41.3,Fog
AB4623,13-04-2024,SHJ-DOH,A320,1940,12516,179,8599,8655.8,8156.8,27.01,32,Technical,12.6,-37.6,Cloudy
AB4624,16-01-2024,SHJ-DEL,A320,1841.7,13953.3,168,8537.7,8633.8,8183.4,28.05,8,Technical,18.2,-40.8,Storm
AB4625,06-01-2024,SHJ-DOH,A321,2351.3,17549,222,10060.5,10089.7,9859.6,29.83,10,Technical,18.8,-16.8,Fog
AB4626,25-04-2024,SHJ-DEL,A320,1851.4,14646.5,163,6094.9,6223.8,5726.1,26.71,0,None,22.4,-3.2,Cloudy
AB4627,04-02-2024,SHJ-RUH,A321,1667.3,16940.8,205,9574.2,9636.1,9261,29.65,0,Technical,21.7,-5.5,Clear
AB4628,08-04-2024,SHJ-MCT,A320,1625.6,13152.3,167,9503.7,9583.5,9262.9,28.32,23,Weather,20.6,-19.5,Fog
AB4629,14-03-2024,SHJ-RUH,A320,1738.9,14331.8,100,9869.3,9978.4,9587.8,30.1,0,None,29.7,-8.9,Clear
AB4630,12-02-2024,SHJ-DOH,A321,2289.3,17143.9,193,7851,8005.4,7669.1,28.06,0,Late Arrival,17.6,-11.4,Fog
AB4631,11-03-2024,SHJ-MCT,A321,2207.7,17106.4,233,10071.3,10144.1,9786.7,29.77,15,Technical,13.7,-0.5,Clear
AB4632,11-03-2024,SHJ-CAI,A321,2252.4,17152.9,202,10630.7,10814.5,10489.3,27.06,0,None,19.3,-28,Cloudy
AB4633,02-01-2024,SHJ-MCT,A321,2134.3,15968.9,194,9817,9961.2,9521.8,29.08,1,None,21.9,-47.5,Clear
AB4634,07-01-2024,SHJ-DEL,A320,1283.7,12412.2,158,8391.5,8490.9,8358.6,27.65,12,ATC,8.5,19.2,Rain
AB4635,02-04-2024,SHJ-DOH,A321,2206.5,15282.8,212,10994.8,11020.1,10823.5,28.88,9,ATC,21.5,2.1,Fog
AB4636,15-02-2024,SHJ-JED,A320,1956,12612.3,143,7201.7,7332,6823.9,29.26,21,ATC,14.9,-23,Rain
AB4637,19-02-2024,SHJ-CAI,A320,1507.7,14628.1,152,9224.3,9421.2,8864.3,28.42,18,Weather,17.1,-25.8,Fog
AB4638,25-01-2024,SHJ-DOH,A321,2148.3,17499.1,183,9563.3,9682,9430,28.54,20,Weather,14.3,-23.9,Fog
AB4639,07-01-2024,SHJ-RUH,A321,2326.5,16625.9,240,9018.5,9180.3,8775.3,28.63,1,None,19.9,-22.5,Clear
AB4640,24-03-2024,SHJ-DEL,A321,2137.7,15807,237,9349.4,9434.5,9105.6,29.35,39,ATC,17.2,-32.9,Clear
AB4641,04-01-2024,SHJ-DEL,A320,2183.8,14135.6,162,8071.8,8169.6,7896.4,28.76,34,Weather,16.2,-17.2,Clear
AB4642,07-01-2024,SHJ-MCT,A321,2447.6,16537.5,224,9924.3,9978.5,9690.7,30.06,0,None,14.7,-40.9,Rain
AB4643,02-02-2024,SHJ-MCT,A320,2012.2,15364.8,150,10764.9,10874.8,10327.2,29.5,0,Technical,16.6,-13.1,Rain
AB4644,26-03-2024,SHJ-CAI,A321,2061.6,15215.7,191,9303.3,9386.4,8956.4,27.36,19,Weather,24.4,-29.9,Storm
AB4645,14-04-2024,SHJ-CAI,A320,2132.6,14868.9,143,7352.1,7442.8,7083.4,25.56,0,Technical,15.2,8.4,Clear
AB4646,18-02-2024,SHJ-MCT,A320,1845.4,13202,156,8425.1,8495.8,8162.9,27.45,19,ATC,11.1,-36.3,Rain
AB4647,19-03-2024,SHJ-RUH,A321,2014.5,15395.9,193,10396.9,10510.4,9993.2,29.21,0,None,7.6,-17.8,Cloudy
AB4648,10-02-2024,SHJ-DOH,A320,1859.5,13326.3,143,6726.6,6830.7,6409.8,29.19,0,ATC,16.6,-19.7,Cloudy
AB4649,16-01-2024,SHJ-RUH,A320,1690,14839,189,6894.4,7060.7,6640.2,28.32,12,Technical,19.7,-10.2,Cloudy
AB4650,29-04-2024,SHJ-JED,A321,2277.8,16713.6,210,10848.2,10948.3,10574.9,30.55,16,Weather,17.7,-10.5,Clear
AB4651,03-02-2024,SHJ-DOH,A321,2245.5,15760.9,214,8691.2,8803.2,8208.6,28.06,2,Weather,21.8,-36.4,Storm
AB4652,08-02-2024,SHJ-RUH,A321,2744.1,15044.7,228,9013.4,9140.3,8794.3,28.55,41,Late Arrival,11,-11.6,Rain
AB4653,17-02-2024,SHJ-RUH,A320,1745,14296.3,175,6268.4,6422.8,5945,28.47,2,Late Arrival,10.9,-12.4,Rain
AB4654,22-01-2024,SHJ-DEL,A320,2175.2,14661.9,188,8933,9037.5,8672.3,28.87,0,Weather,21.3,-1.1,Rain
AB4655,01-01-2024,SHJ-DOH,A320,1789.7,14814,153,8038.2,8161.2,7765.5,27.9,0,None,14.4,9.1,Rain
AB4656,12-02-2024,SHJ-JED,A321,2313.5,14402.1,234,8347.2,8511.8,7957.8,29.1,0,Technical,14.4,-10.6,Cloudy
AB4657,30-03-2024,SHJ-RUH,A320,1572.9,13418.1,175,7348.8,7396.9,6906.7,24.71,0,ATC,19.6,-7.1,Cloudy
AB4658,20-02-2024,SHJ-MCT,A320,1718.3,13722.8,164,9741.9,9817.3,9404,30.05,10,None,7.6,-40.8,Clear
AB4659,28-04-2024,SHJ-JED,A321,2311.6,14722.8,219,8720,8828.4,8302.3,27.36,28,Technical,24.8,-39.2,Cloudy
AB4660,22-03-2024,SHJ-DOH,A321,2039.4,17002.4,223,11853.2,12073.3,11464.2,29.02,17,ATC,15.2,-27.8,Rain
AB4661,09-03-2024,SHJ-JED,A320,1829.4,13417.5,113,7333.2,7436.8,6925.5,28.08,0,Late Arrival,19.7,4.9,Fog
AB4662,11-02-2024,SHJ-JED,A321,2480.1,16865.9,192,11267.2,11293.2,10861.3,27.24,0,Weather,15.5,-6.5,Cloudy
AB4663,24-01-2024,SHJ-RUH,A321,2375.6,16840.7,207,11871.3,11967,11567.9,28.49,54,ATC,21.6,-35.5,Rain
AB4664,18-01-2024,SHJ-JED,A321,1969.4,14820,208,8001.5,8154.9,7818.3,29.89,39,ATC,10.6,-35,Clear
AB4665,05-03-2024,SHJ-CAI,A321,2074.3,18140.1,211,11322,11416.4,10959.3,29.57,0,Technical,7.7,-16.1,Clear
AB4666,27-02-2024,SHJ-DEL,A320,1802.9,15933.6,137,8372.5,8489.6,8002.9,29.1,0,Technical,22.2,-11.6,Clear
AB4667,08-03-2024,SHJ-JED,A320,2033.2,13488.8,141,7371.4,7443.2,7177.7,27.67,0,Technical,18,-37.7,Fog
AB4668,12-01-2024,SHJ-CAI,A321,2185.4,16004.8,207,9893.4,9954.5,9635.2,28.35,30,Weather,24.4,-27.7,Rain
AB4669,01-03-2024,SHJ-MCT,A321,2169.1,14795.6,206,8048.4,8202.3,7797.3,27.5,0,Late Arrival,13.5,-45,Rain
AB4670,08-04-2024,SHJ-MCT,A321,2372.5,16777.2,240,8504.7,8651.7,8381.9,28.64,0,Weather,25.4,-17.5,Fog
AB4671,03-04-2024,SHJ-JED,A321,2380.8,15877.4,195,9134.6,9237.2,8767.6,29.47,0,ATC,8.6,-52.3,Storm
AB4672,16-01-2024,SHJ-CAI,A321,2124.1,15102.3,240,9478.6,9524.1,9156.9,27.88,41,None,26.9,-13.8,Fog
AB4673,28-02-2024,SHJ-MCT,A321,1793.7,16074.5,216,9272,9464.5,9184.1,28.16,0,Technical,17.8,-2.2,Fog
AB4674,27-01-2024,SHJ-DEL,A321,2302.6,15184.4,180,7308.4,7384.8,7037.6,29.51,0,Technical,22.9,-10.2,Fog
AB4675,09-03-2024,SHJ-DEL,A320,1654.2,14391.2,191,7039.3,7127.7,6760.6,27.64,26,ATC,22.4,-13.9,Fog
AB4676,28-01-2024,SHJ-DOH,A320,1871.8,13437.8,171,6714.8,6882.3,6167,28.96,18,None,20,-45.4,Clear
AB4677,29-03-2024,SHJ-MCT,A320,1548.3,12866,166,7718.5,7770.2,7337.3,29.03,0,None,15.9,-6.6,Fog
AB4678,27-04-2024,SHJ-RUH,A320,1900.9,12748.5,186,8089,8146.9,8003.2,27.59,0,Weather,24.7,-25.6,Clear
AB4679,06-03-2024,SHJ-DOH,A320,1892,14206.6,179,9673.1,9860.2,9305.5,28.7,12,None,19.6,-59.4,Fog
AB4680,09-01-2024,SHJ-CAI,A320,1709,13856.4,173,7974.5,8008.3,7641.1,26.42,0,Weather,25.9,-39,Storm
AB4681,26-01-2024,SHJ-DEL,A321,2042.3,16605.2,178,8627.7,8705.8,8260,30.68,0,None,16.3,-26.6,Storm
AB4682,24-01-2024,SHJ-CAI,A320,1798.2,12773.2,153,8789.1,8835.6,8516.1,30.08,10,Technical,21.1,-8.5,Clear
AB4683,26-02-2024,SHJ-JED,A321,2185.8,15710.3,213,8799.9,8891.7,8462.7,30.03,0,Weather,21.6,-10.8,Cloudy
AB4684,28-04-2024,SHJ-CAI,A320,1752.2,14730.2,173,8667.2,8769.7,8306.8,27.4,0,Weather,16.9,-7.4,Fog
AB4685,07-01-2024,SHJ-DEL,A320,1926.4,15006,187,7783,7877.8,7286.8,27.51,16,Technical,20.4,-31.1,Storm
AB4686,25-01-2024,SHJ-CAI,A321,2168.3,16053,212,10295.9,10424.5,10022.4,27.61,27,None,15.7,-27.1,Storm
AB4687,12-01-2024,SHJ-JED,A321,2280.1,16952.9,207,8611.2,8716,8359.2,29.49,0,Weather,14.8,-16.1,Storm
AB4688,29-04-2024,SHJ-MCT,A321,2183.4,16646.5,157,9205.1,9274.3,8819.8,29.49,0,Weather,10.2,-13.7,Clear
AB4689,09-02-2024,SHJ-MCT,A320,1789.1,13664.1,181,7688.2,7751.1,7451.4,27.05,19,None,16.4,-2.9,Cloudy
AB4690,16-03-2024,SHJ-RUH,A321,1609.5,17422.8,217,9409.2,9426.2,9238.3,29.75,14,None,19.1,-21.5,Storm
AB4691,03-02-2024,SHJ-CAI,A320,1970,13414.1,158,7823.4,7990.2,7544.8,26.75,0,Late Arrival,10.7,-9.7,Fog
AB4692,15-03-2024,SHJ-DEL,A320,1779.8,12401.3,166,7676,7815.7,7320.1,30.52,0,ATC,8.7,-11.2,Fog
AB4693,17-03-2024,SHJ-RUH,A321,2397.3,15224.3,184,9844.4,9900.5,9372.9,29.09,0,Weather,17,-21.7,Fog
AB4694,03-01-2024,SHJ-RUH,A320,2093.5,13293.3,178,7228.2,7432.1,6919.2,29.79,49,None,20,-23.2,Rain
AB4695,21-01-2024,SHJ-DEL,A320,1857,14466,172,7288.6,7358.8,7063.8,29.07,33,Weather,33.9,-13.6,Storm
AB4696,25-03-2024,SHJ-RUH,A321,2042.3,16021.1,206,11006.2,11038.9,10633,28.94,0,None,21,-30.6,Cloudy
AB4697,24-03-2024,SHJ-CAI,A321,2077.8,14621.3,225,10708.7,10800.6,10478,28.52,5,Technical,13.9,-36.5,Fog
AB4698,09-04-2024,SHJ-RUH,A321,2473.7,13860.3,220,9783.3,9871.5,9317.9,28.63,0,Late Arrival,19.8,-30.6,Fog
AB4699,02-04-2024,SHJ-DOH,A321,1974.2,15762.9,191,8494,8584.3,8185.5,29.55,12,Weather,12,-51.8,Fog
AB4700,26-04-2024,SHJ-CAI,A321,1988.8,17263.8,224,10484.7,10639,10100.9,29.41,46,Technical,19.5,10,Fog
AB4701,14-02-2024,SHJ-RUH,A320,1674.7,13348.1,161,7962.5,8089.5,7694.6,27.9,0,None,16,-1.7,Clear
AB4702,17-04-2024,SHJ-RUH,A320,1863.4,12323.7,195,8433.5,8580,8069.6,28.98,0,ATC,12.6,15.9,Clear
AB4703,26-02-2024,SHJ-JED,A321,2060.4,16878.7,240,9056.5,9202.8,8792.5,29.21,19,None,17.6,-27.9,Fog
AB4704,25-03-2024,SHJ-JED,A320,1733.4,15194,159,8428.7,8630.7,8225.6,28.32,16,None,22.6,-27.2,Rain
AB4705,08-03-2024,SHJ-RUH,A320,2038.7,12483.7,152,7198.8,7272.3,7086.8,27.95,0,Late Arrival,11.8,-19.4,Storm
AB4706,25-04-2024,SHJ-DEL,A321,2184,16234.3,184,9105.5,9209.8,8872.1,28.44,9,ATC,11.4,-41,Rain
AB4707,06-04-2024,SHJ-RUH,A321,2311.5,17265.4,202,9527.6,9682.5,9272.6,28.8,0,None,22.8,-31.6,Rain
AB4708,28-04-2024,SHJ-CAI,A320,1831.3,12951.5,178,8815.4,8843.2,8644.3,28.29,48,None,22.4,-23.2,Cloudy
AB4709,24-02-2024,SHJ-DOH,A320,1629.1,12783.9,179,8922.8,9010.4,8685.9,28.05,46,Weather,18.3,-34.7,Storm
AB4710,07-03-2024,SHJ-DEL,A320,1568.7,13088.8,190,8513.1,8466.9,8247.7,27.15,16,ATC,19.8,-14.8,Cloudy
AB4711,22-03-2024,SHJ-DEL,A320,1530.5,14177,145,8001.9,8155.4,7778.7,28.34,7,Weather,24.9,-25.6,Rain
AB4712,06-04-2024,SHJ-DOH,A320,1517,15055.9,170,7681.3,7806.9,7445.7,28.81,0,None,20.8,-16.2,Fog
AB4713,01-02-2024,SHJ-RUH,A321,2034.1,16503.9,199,10740.3,10915.8,10505.2,29.13,0,None,7.1,-23.1,Clear
AB4714,05-02-2024,SHJ-CAI,A320,2066.7,15230.6,168,7262.9,7373.3,7004.7,29.09,21,None,22.8,-10.3,Clear
AB4715,04-04-2024,SHJ-RUH,A320,1987.8,11738.8,147,6895.2,6995.5,6715.2,26.55,0,None,17.5,-44.1,Storm
AB4716,29-02-2024,SHJ-RUH,A320,1702.8,14638.8,140,8796.3,8909.9,8576.9,26.89,19,Technical,16.5,-13,Cloudy
AB4717,12-03-2024,SHJ-DOH,A321,2091,17056.1,226,9619.7,9708,9367.7,27.74,14,Weather,21.1,3.5,Cloudy
AB4718,15-04-2024,SHJ-CAI,A320,2061.7,13022.7,169,7867,7931.6,7445.2,28.88,0,Late Arrival,17.5,-33.3,Rain
AB4719,05-04-2024,SHJ-RUH,A320,1407,13095.6,159,9426.2,9495.9,9234.9,26.56,33,None,15.7,-25.1,Storm
AB4720,05-04-2024,SHJ-DEL,A321,2130.5,14549.4,180,8548.2,8523.3,8186.6,29.54,16,ATC,8.9,-24.8,Storm
AB4721,03-01-2024,SHJ-JED,A320,2032.8,12929.5,153,10761.1,10848.2,10428.5,27.52,17,ATC,21.4,-52.3,Cloudy
AB4722,10-04-2024,SHJ-RUH,A320,1353.2,13002,161,8075.6,8165.3,7945.9,27.93,0,ATC,15.3,-30.9,Fog
AB4723,17-01-2024,SHJ-RUH,A321,2292.9,16506.9,187,10455,10469.4,10291.8,28.75,4,Technical,18.4,-37.7,Rain
AB4724,14-02-2024,SHJ-DEL,A320,1978.6,15714.7,164,8316,8394.3,8227.5,27.3,0,None,14.7,-28.4,Clear
AB4725,14-03-2024,SHJ-DEL,A321,1909,16012.7,189,10288.3,10404.9,9955.3,29.98,0,None,19.3,-3.9,Clear
AB4726,19-04-2024,SHJ-RUH,A320,1620.8,11970.8,151,8956.5,9033.3,8751.8,27.22,6,ATC,12.8,-42.2,Rain
AB4727,08-01-2024,SHJ-MCT,A321,2111.8,16229.6,232,9566.3,9629.7,9383.4,29.71,1,Technical,12.5,-18.8,Storm
AB4728,27-01-2024,SHJ-DOH,A320,1642,14478.1,172,6852.6,6946.5,6374.1,25.34,17,None,5,-4.4,Fog
AB4729,04-03-2024,SHJ-MCT,A321,2211.4,16353.8,208,10001.7,10097,9758.3,29.03,0,None,20.5,-9.8,Cloudy
AB4730,27-04-2024,SHJ-DOH,A320,1873.5,14296.7,195,7870.9,7934.1,7580.4,26,17,Technical,14.9,-50.1,Rain
AB4731,06-03-2024,SHJ-JED,A321,2168,16311.9,203,9550.7,9696,9415.3,29.35,33,Weather,14.8,-14.8,Cloudy
AB4732,15-02-2024,SHJ-MCT,A320,1409.3,13081.6,135,8174.9,8248.8,7993.8,27.91,0,None,11,3.4,Rain
AB4733,10-03-2024,SHJ-CAI,A321,2206.1,18070.1,187,9039.3,9211.7,8739.1,30.56,0,ATC,13.9,-21.4,Rain
AB4734,27-02-2024,SHJ-JED,A320,2023.1,14050.9,169,9106.1,9255.3,8711.6,28.62,37,ATC,11.9,13.7,Rain
AB4735,20-04-2024,SHJ-DOH,A321,2412.1,16339.7,232,9152.6,9282.2,8805.1,29.86,0,Technical,22.4,-26.6,Storm
AB4736,13-03-2024,SHJ-MCT,A321,2346.2,16482.1,173,8763.2,8848.1,8378.4,30.21,0,Technical,21.5,-20.7,Clear
AB4737,13-01-2024,SHJ-DOH,A321,2150.6,15321.7,214,8491.1,8584.1,8254.7,28.63,30,Technical,5,-22.7,Fog
AB4738,06-01-2024,SHJ-JED,A320,1727.4,13991.5,154,9023.9,9130.5,8749.7,28.89,11,None,11.7,-26.4,Cloudy
AB4739,01-03-2024,SHJ-DOH,A320,1775.2,12353.4,150,7931.7,8050.3,7430.5,28.16,43,Weather,20.9,-9.1,Cloudy
AB4740,10-03-2024,SHJ-RUH,A321,2118.6,15234.5,215,11322.2,11455.1,10870.9,28.31,0,None,13.9,-16.7,Storm
AB4741,22-02-2024,SHJ-DEL,A321,2105.8,17502.1,180,9371.2,9520.8,9147.9,29.54,0,None,22.3,-44.3,Rain
AB4742,23-01-2024,SHJ-RUH,A320,1442.7,13114.8,125,7887.4,7967.2,7595.5,28.54,0,Technical,11.5,-32,Rain
AB4743,02-02-2024,SHJ-DEL,A321,1955.9,15888.2,221,7743.6,7891.5,7477.6,30.07,0,ATC,29.1,-35.8,Clear
AB4744,20-03-2024,SHJ-JED,A321,2154.3,15329.7,218,12301.2,12443.5,11816.8,28.39,6,None,23.6,-8.8,Rain
AB4745,22-03-2024,SHJ-MCT,A321,2216.6,16641.9,231,10803.4,10914.7,10653.5,29.58,0,Weather,24.4,-24.3,Rain
AB4746,22-02-2024,SHJ-CAI,A320,2061.4,13631.7,170,8237.3,8374.3,7771,27.54,4,None,16.6,-19.7,Clear
AB4747,05-01-2024,SHJ-MCT,A320,1611.1,13918.7,192,9323.7,9337.5,9180.1,27.41,0,ATC,11.7,-14.7,Cloudy
AB4748,02-01-2024,SHJ-CAI,A320,1792.4,12279.1,188,7578,7728.9,7329.9,28.41,9,Weather,15.5,-11.5,Cloudy
AB4749,24-02-2024,SHJ-MCT,A320,1713.4,13771.6,141,9142.6,9253.2,8687.3,27.51,28,Technical,20.9,-26.7,Rain
AB4750,27-03-2024,SHJ-CAI,A321,2430.2,16075.5,184,9434.2,9539.3,9025.8,27.83,1,ATC,24,-15.9,Fog
AB4751,30-01-2024,SHJ-RUH,A321,2196.2,16369.6,231,10514.7,10661.7,10354.8,29.52,41,None,17.7,-3,Clear
AB4752,14-03-2024,SHJ-DOH,A320,1893.8,12886.1,185,8809.4,8923.9,8574.4,30.11,0,Weather,21.6,-36.4,Storm
AB4753,03-02-2024,SHJ-JED,A320,1685.9,14810.6,170,7798.8,7852.7,7328.5,27.85,19,Weather,13.6,-12.4,Cloudy
AB4754,05-03-2024,SHJ-RUH,A321,2414.9,16385.4,196,9187.6,9337.9,9155.4,29.26,6,None,9.7,-3.4,Fog
AB4755,28-02-2024,SHJ-CAI,A321,2112.5,17065.2,209,7885.1,8039,7458.2,29.76,16,None,12,-7,Rain
AB4756,15-01-2024,SHJ-JED,A320,2241,14116.1,167,6898.2,6980.2,6805.2,29.48,36,None,17.7,-13.5,Rain
AB4757,09-03-2024,SHJ-JED,A321,1956.3,16611.2,199,9554.7,9640,9282.1,30,49,ATC,17.2,1.3,Storm
AB4758,16-01-2024,SHJ-DOH,A321,1951.7,16407.8,184,9187.6,9343.6,8816.1,28.22,19,None,24.1,-3.7,Clear
AB4759,23-03-2024,SHJ-DOH,A320,1851.8,13410.8,151,7157.4,7216.2,6860.5,28.68,14,None,18.9,-47.6,Storm
AB4760,17-04-2024,SHJ-CAI,A320,1805.6,13540.9,208,6720.1,6839.2,6440.6,27.03,48,Technical,27.7,-32.9,Cloudy
AB4761,16-03-2024,SHJ-RUH,A320,1681.6,16146.8,192,7630.7,7661.3,7287.5,30.2,11,Weather,20.9,-34,Cloudy
AB4762,11-03-2024,SHJ-DOH,A321,1972.8,16951.1,240,8959.5,9074.8,8757.4,30.64,0,Late Arrival,16.8,-7.4,Rain
AB4763,06-03-2024,SHJ-MCT,A320,1988.9,13715.6,186,8528.8,8673.9,8227.1,28.76,0,Technical,25.4,-14.8,Rain
